,Compound Score,Date,Neg Score,Neu Score,Pos Score,Source Acc.,Tweet
310,0.2732,03/25/18,0.0,0.811,0.189,FoxNews,"On @foxandfriends, @PeteHegseth strongly defended the Second Amendment. https://t.co/YRyHLDkaUa https://t.co/vWWZGsmtW3"
311,0.0,03/25/18,0.0,1.0,0.0,FoxNews,DNC vs. RNC fundraising - 2018 election cycle. https://t.co/nfGU5SXFRO
312,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"At the #MarchforourLives rally in Washington, D.C. yesterday, Trevon ""Tre"" Bosley, 19, of Chicago, whose brother Te… https://t.co/hhHEqw6eBa"
313,-0.6124,03/25/18,0.333,0.667,0.0,FoxNews,"Drone strike in Libya kills 2 'terrorists,' US Africa Command says https://t.co/ZymxMuJ1uX https://t.co/Ss2H2RsZ0T"
314,-0.5859,03/25/18,0.226,0.774,0.0,FoxNews,".@susanferrechio: ""President Obama congratulated Putin in 2012 - there was blatant voter fraud, well-documented.""… https://t.co/Jz1Z79j5T7"
315,-0.296,03/25/18,0.109,0.891,0.0,FoxNews,".@AlanDersh: ""There seems to be nothing there at all. No evidence of collusion and collusion is not a crime."" https://t.co/2MxAE8Lewg"
316,0.7964,03/25/18,0.083,0.578,0.339,FoxNews,"RT @EricShawnTV: The #TaylorForceAct is now law, after his parents, #WestPoint classmates, friends and supporters fought for justice for Ta…"
317,-0.34,03/25/18,0.188,0.699,0.113,FoxNews,"Aliso Viejo Mayor Dave Harrington: ""[Mayor @LibbySchaaf] basically committed a felony by harboring those fugitives."" https://t.co/xxur0E3iWy"
318,0.0,03/25/18,0.0,1.0,0.0,FoxNews,Pro-Second Amendment student @KyleKashuv calls for debate with #MarchForOurLives organizer @cameron_kasky https://t.co/TqqJbQFBFU
319,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"TONIGHT on @NextRevFNC, @SteveHiltonx talks to Arnold @Schwarzenegger - Tune in at 9p ET on Fox News Channel! https://t.co/j7oe1NDFh3"
320,-0.5267,03/25/18,0.221,0.779,0.0,FoxNews,Man sucker punches 5-year-old in face on New York City subway: cops https://t.co/mImKuby4BO
321,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"The @BlueAngels took to the sky in Kingsville, Texas for the Wings Over South Texas Air Show. #ProudAmerican https://t.co/I6NjuuPj4f"
322,-0.4767,03/25/18,0.154,0.846,0.0,FoxNews,"'Maybe That's the Way to Run a Reality Show': Dem Sen Rips Trump, Says WH 'Chaos' Hurts America https://t.co/ykPvj5gixy"
323,0.5719,03/25/18,0.0,0.764,0.236,FoxNews,"David Bossie on omnibus bill: ""The swamp won on this one."" @JudgeJeanine https://t.co/FgA8ZIIxw1"
324,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"Mount Etna in Sicily is sliding into Mediterranean Sea, scientists say https://t.co/ALqj4nzfTc"
325,0.5719,03/25/18,0.058,0.741,0.201,FoxNews,.@realDonaldTrump touts $1.3 trillion budget as win for military; vows more money for border wall https://t.co/CIwjkQj4jc
326,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"Yesterday, @davidhogg111: ""Let's put the USA over the @NRA."" #MarchForOurLives https://t.co/2Llc6rFMEf https://t.co/4dOweVpIOR"
327,0.0,03/25/18,0.0,1.0,0.0,FoxNews,U.S. markets - this week. https://t.co/3917lCT0t4
328,0.1027,03/25/18,0.0,0.928,0.072,FoxNews,".@Facebook CEO Mark Zuckerberg took out full-page ads in several newspapers to apologize for the ""breach of trust""… https://t.co/kcjROJPMbG"
329,0.128,03/25/18,0.0,0.87,0.13,FoxNews,"Lawyers diGenova, Toensing cannot work on Trump's Russia legal team https://t.co/YakXrPX5bT"
330,0.2732,03/25/18,0.0,0.811,0.189,FoxNews,"On @foxandfriends, @PeteHegseth strongly defended the Second Amendment. https://t.co/YRyHLDkaUa https://t.co/vWWZGsmtW3"
331,0.0,03/25/18,0.0,1.0,0.0,FoxNews,DNC vs. RNC fundraising - 2018 election cycle. https://t.co/nfGU5SXFRO
332,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"At the #MarchforourLives rally in Washington, D.C. yesterday, Trevon ""Tre"" Bosley, 19, of Chicago, whose brother Te… https://t.co/hhHEqw6eBa"
333,-0.6124,03/25/18,0.333,0.667,0.0,FoxNews,"Drone strike in Libya kills 2 'terrorists,' US Africa Command says https://t.co/ZymxMuJ1uX https://t.co/Ss2H2RsZ0T"
334,-0.5859,03/25/18,0.226,0.774,0.0,FoxNews,".@susanferrechio: ""President Obama congratulated Putin in 2012 - there was blatant voter fraud, well-documented.""… https://t.co/Jz1Z79j5T7"
335,-0.296,03/25/18,0.109,0.891,0.0,FoxNews,".@AlanDersh: ""There seems to be nothing there at all. No evidence of collusion and collusion is not a crime."" https://t.co/2MxAE8Lewg"
336,0.7964,03/25/18,0.083,0.578,0.339,FoxNews,"RT @EricShawnTV: The #TaylorForceAct is now law, after his parents, #WestPoint classmates, friends and supporters fought for justice for Ta…"
337,-0.34,03/25/18,0.188,0.699,0.113,FoxNews,"Aliso Viejo Mayor Dave Harrington: ""[Mayor @LibbySchaaf] basically committed a felony by harboring those fugitives."" https://t.co/xxur0E3iWy"
338,0.0,03/25/18,0.0,1.0,0.0,FoxNews,Pro-Second Amendment student @KyleKashuv calls for debate with #MarchForOurLives organizer @cameron_kasky https://t.co/TqqJbQFBFU
339,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"TONIGHT on @NextRevFNC, @SteveHiltonx talks to Arnold @Schwarzenegger - Tune in at 9p ET on Fox News Channel! https://t.co/j7oe1NDFh3"
340,0.3612,03/25/18,0.0,0.815,0.185,FoxNews,"Yesterday, Parkland survivor @Emma4Change called for change during the #MarchForOurLives rally.… https://t.co/x6f9R2TdDI"
341,0.6369,03/25/18,0.0,0.792,0.208,FoxNews,"On ""America's News Headquarters"" yesterday, @CharlieKirk11 pointed out what he called ""one of the greatest ironies""… https://t.co/E12f3KBhzX"
342,0.3612,03/25/18,0.0,0.844,0.156,FoxNews,"RT @FoxBusiness: .@POTUS: ""As a matter of national security, I have signed this omnibus budget bill. There are a lot of things I am unhappy…"
343,0.4215,03/25/18,0.0,0.781,0.219,FoxNews,RT @FoxBusiness: Elon Musk’s $2.6B Tesla compensation approved by shareholders https://t.co/5yZJWksFeK
344,-0.4588,03/25/18,0.146,0.784,0.071,FoxNews,"RT @FoxBusiness: Secretary Mattis: ""In 1790, in George Washington's first annual address to Congress he stated: To be prepared for war is o…"
345,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"RT @FoxNewsResearch: Adjusted for inflation, the nearly $1.3 trillion in discretionary spending for FY 2018 is the highest funding level si…"
346,0.25,03/25/18,0.149,0.614,0.237,FoxNews,".@mercedesschlapp: “The Democrats have become the party of open borders, the party of protecting criminal aliens.” https://t.co/vGgnjspNT7"
347,-0.7717,03/25/18,0.271,0.729,0.0,FoxNews,"TONIGHT: 'Legends &amp; Lies' Returns With a Riveting Look at The Civil War - Hosted by Brian @Kilmeade, it all begins… https://t.co/QCykJmgqgl"
348,0.3818,03/25/18,0.0,0.825,0.175,FoxNews,".@RepJohnFaso on rebuilding the military: ""We want to make sure we're telling the parents of these service members.… https://t.co/Mi4kA7Dr2B"
349,0.3612,03/25/18,0.0,0.884,0.116,FoxNews,"In an interview, Parkland survivor @KyleKashuv asked why he was not asked to speak at the #MarchForOurLives - and c… https://t.co/17GVMMuVds"
350,0.0,03/25/18,0.0,1.0,0.0,FoxNews,Fast food employee spits in customer's food in viral video https://t.co/S3SrT98TRI
351,-0.7579,03/25/18,0.333,0.667,0.0,FoxNews,Students around the country rallied against gun violence Saturday during the #MarchForOurLives. @GillianHTurner has… https://t.co/R2jKejF3Xe
352,-0.34,03/25/18,0.211,0.789,0.0,FoxNews,"On @FoxNewsSunday, @newtgingrich discussed the efficacy of gun control. https://t.co/V8CWvDFWWU"
353,0.4767,03/25/18,0.0,0.819,0.181,FoxNews,Fox News Poll shows President @realDonaldTrump's approval up on job performance and taxes. https://t.co/KuSKFJP5m4 https://t.co/QvRlFWXbnp
354,-0.6065,03/25/18,0.292,0.708,0.0,FoxNews,Poll: 62% say marches will not be effective in passing new gun laws. https://t.co/3ZoNQ8lsJW
355,-0.34,03/25/18,0.156,0.844,0.0,FoxNews,".@POTUS signs $1.3 trillion budget deal, avoiding a government shutdown. @ellisonbarber has the story.… https://t.co/BC84DJ50H0"
356,-0.4588,03/25/18,0.375,0.625,0.0,FoxNews,.@CardinalDolan: @TheDemocrats abandoned Catholics. https://t.co/eJ5kXrVjNk https://t.co/fZSPB3vmt6
357,0.4019,03/25/18,0.0,0.863,0.137,FoxNews,OPINION: Bucking the 'Blue Wave' -- Republicans would be smart to focus on Hispanic voters in 2018  https://t.co/Ph2xiLPRAl
358,0.765,03/25/18,0.0,0.664,0.336,FoxNews,".@DarrellIssa: ""How do Republicans win? They win by not only embracing @POTUS but helping him go further."" https://t.co/G24L1tqyi8"
359,0.4019,03/25/18,0.0,0.722,0.278,FoxNews,New Tavis Smiley witnesses detail sexual misconduct https://t.co/Krf1IVY13E
360,0.3612,03/25/18,0.0,0.857,0.143,FoxNews,".@KimStrassel: ""Whenever you're talking about regulating an organization like [@Facebook}, you are in essence talki… https://t.co/YSM7THzQzZ"
361,-0.5859,03/25/18,0.213,0.787,0.0,FoxNews,".@JudgeJeanine Rips Ryan, McConnell: Your Omnibus Spending Package Is 'A Total Betrayal' of Trump
https://t.co/88ds6UHWN4"
362,-0.6124,03/25/18,0.333,0.667,0.0,FoxNews,"Trump administration backs UK after ex-spy poisoning, considers 'options' against Russia https://t.co/N0NZ36bxip"
363,0.0,03/25/18,0.0,1.0,0.0,FoxNews,.@SecondLady and @charlipence talk to Chris Wallace about #MarlonBundoBook. https://t.co/3UqdgZ8A7k
364,0.0,03/25/18,0.0,1.0,0.0,FoxNews,#PalmSunday procession marks start of Holy Week https://t.co/B3rUP0w0AV
365,0.8591,03/25/18,0.0,0.678,0.322,FoxNews,"30 of the 71 living Medal of Honor recipients receive an honor guard in New York before flying to Washington, to ma… https://t.co/dylF19nH3c"
366,-0.4767,03/25/18,0.154,0.846,0.0,FoxNews,"'Maybe That's the Way to Run a Reality Show': Dem Sen Rips Trump, Says WH 'Chaos' Hurts America
https://t.co/ykPvj5gixy"
367,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"Jason Miller on Russia investigation: ""Right now the only one who's telling the story are President… https://t.co/SxejNkYzK4"
368,-0.34,03/25/18,0.194,0.806,0.0,FoxNews,"On @WattersWorld, @DiamondandSilk sounded off about the @JoeBiden-@realDonaldTrump feud. https://t.co/QXi7utrBKu https://t.co/7sV3oKK6jg"
369,0.2732,03/25/18,0.0,0.877,0.123,FoxNews,State Rep. Susan Lynn: “’In God We Trust’ is a guiding principle for our nation.” https://t.co/Y1LSJgFwod https://t.co/Z1JA6oGQ1B
370,0.4019,03/25/18,0.0,0.876,0.124,FoxNews,".@newtgingrich on Pompeo, @AmbJohnBolton: ""They'll be going in the room saying [to @POTUS] how can we help get what… https://t.co/6vulhVudPs"
371,-0.3612,03/25/18,0.135,0.865,0.0,FoxNews,".@stevenmnuchin1 on spending bill: ""It was a difficult decision for the president, and I understand that, because t… https://t.co/GSPJZtfbFm"
372,0.0,03/25/18,0.0,1.0,0.0,FoxNews,China's space station expected to hit Earth soon -- possibly in Europe https://t.co/ZdgOxvcFyU
373,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"Apple's Tim Cook calls for regulation on data, says Facebook incident is 'dire' https://t.co/Aog20fdyhj (via @christocarbone)"
374,0.8834,03/25/18,0.0,0.586,0.414,FoxNews,".@SecondLady: ""The only thing better than one bunny book that benefits charity is two bunny books that benefit char… https://t.co/85O4vdgyCx"
375,-0.7717,03/25/18,0.271,0.729,0.0,FoxNews,"TONIGHT: 'Legends &amp; Lies' Returns With a Riveting Look at The Civil War - Hosted by Brian @Kilmeade, it all begins… https://t.co/9rpGvpUdpi"
376,0.2263,03/25/18,0.0,0.905,0.095,FoxNews,".@stevenmnuchin1 on China tariffs: ""In a negotiation, you have to be prepared to take action. And that's what Presi… https://t.co/SErLJp0A1D"
377,0.8772,03/25/18,0.0,0.614,0.386,FoxNews,".@stevenmnuchin1: ""This is a president that absolutely believes in free trade, but wants free and fair trade, and h… https://t.co/uAn0hJEc7h"
378,-0.1531,03/25/18,0.078,0.922,0.0,FoxNews,".@DevinNunes: ""We also found no collusion between the Trump campaign but we did find links between the Clinton [cam… https://t.co/D2LyvqOsSW"
379,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"On ""Cavuto Live,"" @cvpayne gave his take on the U.S.'s approach to economic competition from China.… https://t.co/m0gr5hCtGB"
380,-0.6969,03/25/18,0.2,0.8,0.0,FoxNews,".@newtgingrich: ""There are five cities in America that have most of the killings in America, five cities. All five… https://t.co/Q69jm2YyA2"
381,-0.6908,03/25/18,0.251,0.749,0.0,FoxNews,"Drunk man steals beef jerky from 7-Eleven, breaks into New York home and urinates on porch, cops say https://t.co/rxJ1amJw8H"
382,0.0,03/25/18,0.0,1.0,0.0,FoxNews,".@delaneytarr: ""We can never go back to school and feel the same that we once did. That’s just not a possibility an… https://t.co/cqO1H0wJF5"
383,0.1531,03/25/18,0.107,0.759,0.134,FoxNews,".@delaneytarr on Maryland school shooting: ""I'm glad that that sheriff had a gun, because he is a person who should… https://t.co/IhNEAXgNkJ"
384,-0.8481,03/25/18,0.301,0.699,0.0,FoxNews,".@cameron_kasky: ""We are not just marching to end school violence. We are marching to end violence all over the cou… https://t.co/qYUNffCkYl"
385,-0.2732,03/25/18,0.226,0.645,0.129,FoxNews,".@cameron_kasky on school safety: ""There's no specific mental health problem that makes all these shootings happen,… https://t.co/6KHyUVsPKb"
386,0.0,03/25/18,0.0,1.0,0.0,FoxNews,Fox News Poll: 45% approve of President @realDonaldTrump's job performance. https://t.co/xUdGnR4tgC https://t.co/yzbJdWMwsa
387,0.0,03/25/18,0.0,1.0,0.0,FoxNews,Florida's action on guns since the Parkland shooting. #FoxNewsSunday https://t.co/8Ax1ZJ3Ewf
388,0.0,03/25/18,0.0,1.0,0.0,FoxNews,National action taken on guns since the Parkland shooting. #FoxNewsSunday https://t.co/Pe8uHGSrf6
389,0.0,03/25/18,0.0,1.0,0.0,FoxNews,".@cameron_kasky on #MarchForOurLives: ""The fact that young people everywhere were taking initiative, standing up an… https://t.co/GITQcjOOyV"
390,-0.7579,03/25/18,0.371,0.629,0.0,FoxNews,"Fox News Poll: Proposals to reduce gun violence - percent saying ""favor."" https://t.co/GBFEtQnnmL https://t.co/gCFO4BRMZZ"
391,0.7096,03/25/18,0.076,0.583,0.341,FoxNews,"Rapper @KillerMike, who endorsed @BernieSanders for president, ripped supporters of the school walkouts in favor of… https://t.co/XeLni8Eyn3"
392,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"Roughly 100,000 Puerto Ricans still without power after hurricane hit 6 months ago; @BryanLlenas reports. https://t.co/ObWOE3JJcz"
393,0.0,03/25/18,0.0,1.0,0.0,FoxNews,First direct flight from Australia to London touches down https://t.co/UeV4OWo6iR
394,-0.34,03/25/18,0.13,0.87,0.0,FoxNews,"On @foxandfriends​, @GovMikeHuckabee​ called for focusing on facts rather than emotion in the gun control debate.… https://t.co/gsxyP4nEJE"
395,-0.5267,03/25/18,0.221,0.779,0.0,FoxNews,Man sucker punches 5-year-old in face on New York City subway: cops https://t.co/yzcyCvzbJR
396,0.4019,03/25/18,0.0,0.803,0.197,FoxNews,Fox News Poll: 37% favor allowing teachers to carry guns. https://t.co/GBFEtQnnmL https://t.co/x0xksOQfCE
397,-0.34,03/25/18,0.156,0.844,0.0,FoxNews,China conducts air force drills again in disputed South China Sea https://t.co/ZzKmtRUE1E (via @christocarbone)
398,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"Roughly 800,000 people participated in the #MarchforourLives rally in Washington; @GillianHTurner reports. https://t.co/ntPYN1CEaM"
399,0.6068,03/25/18,0.0,0.645,0.355,FoxNews,Fox News Poll: Which is more important to protect? https://t.co/GBFEtQnnmL https://t.co/MIr3umHnxQ
400,0.0,03/25/18,0.0,1.0,0.0,nytimes,"RT @mattfleg: To tell the Stormy story right, we spoke to Judd Apatow, Nina Hartley, Ron Jeremy, the Penthouse Baton Rouge and a Maryland-b…"
401,-0.0772,03/25/18,0.067,0.933,0.0,nytimes,"Who is Stormy Daniels?

Baton Rouge classmates remember her as a serious student. She thought she might be a journa… https://t.co/PArpOaLKu4"
402,0.4754,03/25/18,0.0,0.877,0.123,nytimes,"Joshua Tree is one of the U.S.’s most popular parks, just 2 hours from Los Angeles. So how did one hiker simply dis… https://t.co/l49hI7mtSB"
403,-0.6597,03/25/18,0.428,0.389,0.183,nytimes,Trust Betrayed: Wives of White-Collar Criminals Tell Their Stories https://t.co/7X2VXWIQoA
404,0.0,03/25/18,0.0,1.0,0.0,nytimes,"In Opinion,
Contributing writer Jennifer Finney Boylan writes, ""Trump’s cabinet is full of people who seem to know… https://t.co/XC7txobKnA"
405,0.25,03/25/18,0.117,0.721,0.162,nytimes,"“It’s a disaster,” said Cristiano Davoli, a vigilante hero in the battle against the voracious potholes that have o… https://t.co/VWyBdtv8k0"
406,-0.5256,03/25/18,0.207,0.793,0.0,nytimes,“Silicon Valley” returns to HBO tonight after a particularly terrible week for Silicon Valley https://t.co/MPhzTUmbcM
407,-0.1779,03/25/18,0.112,0.807,0.081,nytimes,It took giant robots fighting giant monsters to finally unseat “Black Panther” at the top of the box office https://t.co/nIxC1MlXI6
408,-0.34,03/25/18,0.124,0.876,0.0,nytimes,"Many Americans can buy a gun in less than an hour. In some countries, the process takes months. https://t.co/UKtjiHnOpT"
409,0.3506,03/25/18,0.077,0.726,0.196,nytimes,Hungary’s opposition parties could stop Viktor Orban from winning another majority — but only if they work together https://t.co/Trjb7Ggjnw
410,0.0,03/25/18,0.0,1.0,0.0,nytimes,Emma González spoke for just under 2 minutes. Then she was silent for 4 minutes and 26 seconds. https://t.co/rUWqaXlTWT
411,0.0,03/25/18,0.0,1.0,0.0,nytimes,"RT @Choire: so barry diller also has three dog clones and he's the one who told barbra streisand to clone her dogs, we will not rest till w…"
412,-0.296,03/25/18,0.099,0.901,0.0,nytimes,"No. 1 Villanova is back in the Final Four for the second time in 3 years after holding off Texas Tech, 71-59 https://t.co/1zR8pqyHGt"
413,-0.765,03/25/18,0.309,0.691,0.0,nytimes,"Carles Puigdemont, the former Catalan president who is wanted in Spain on sedition charges, has been detained in Ge… https://t.co/hb0yJm40y5"
414,0.4939,03/25/18,0.0,0.824,0.176,nytimes,"Immigrants increasingly care for America's elderly population. If ""chain migration"" ends, will enough Americans ste… https://t.co/kn3MwfFIG3"
415,0.0772,03/25/18,0.092,0.798,0.11,nytimes,The military strike signals a possibly significant expansion of the American counterterrorism campaign in Libya https://t.co/qBhryVi3mN
416,-0.4767,03/25/18,0.154,0.846,0.0,nytimes,Three explosions in 4 days have shattered the Somalian capital and left a trail of carnage in their wake https://t.co/aDUJFEImSS
417,-0.4019,03/25/18,0.171,0.829,0.0,nytimes,"As Republicans struggle on guns, a conservative donor warns: “The NRA is really out of step with suburban GOP voter… https://t.co/WD2QKH2wn4"
418,0.128,03/25/18,0.184,0.612,0.204,nytimes,Immigration begins and ends well beyond the physical border — a line where fear and hope collide to shape American… https://t.co/UYXGwpqPWG
419,0.0,03/25/18,0.0,1.0,0.0,nytimes,A Cambridge Analytica-linked company was allegedly used by pro-Brexit campaigners to evade British election spendin… https://t.co/NUZv8NGou3
420,0.0,03/25/18,0.0,1.0,0.0,nytimes,"RT @mattfleg: To tell the Stormy story right, we spoke to Judd Apatow, Nina Hartley, Ron Jeremy, the Penthouse Baton Rouge and a Maryland-b…"
421,-0.0772,03/25/18,0.067,0.933,0.0,nytimes,"Who is Stormy Daniels?

Baton Rouge classmates remember her as a serious student. She thought she might be a journa… https://t.co/PArpOaLKu4"
422,0.4754,03/25/18,0.0,0.877,0.123,nytimes,"Joshua Tree is one of the U.S.’s most popular parks, just 2 hours from Los Angeles. So how did one hiker simply dis… https://t.co/l49hI7mtSB"
423,-0.6597,03/25/18,0.428,0.389,0.183,nytimes,Trust Betrayed: Wives of White-Collar Criminals Tell Their Stories https://t.co/7X2VXWIQoA
424,0.0,03/25/18,0.0,1.0,0.0,nytimes,"In Opinion,
Contributing writer Jennifer Finney Boylan writes, ""Trump’s cabinet is full of people who seem to know… https://t.co/XC7txobKnA"
425,0.25,03/25/18,0.117,0.721,0.162,nytimes,"“It’s a disaster,” said Cristiano Davoli, a vigilante hero in the battle against the voracious potholes that have o… https://t.co/VWyBdtv8k0"
426,-0.5256,03/25/18,0.207,0.793,0.0,nytimes,“Silicon Valley” returns to HBO tonight after a particularly terrible week for Silicon Valley https://t.co/MPhzTUmbcM
427,-0.1779,03/25/18,0.112,0.807,0.081,nytimes,It took giant robots fighting giant monsters to finally unseat “Black Panther” at the top of the box office https://t.co/nIxC1MlXI6
428,-0.34,03/25/18,0.124,0.876,0.0,nytimes,"Many Americans can buy a gun in less than an hour. In some countries, the process takes months. https://t.co/UKtjiHnOpT"
429,0.3506,03/25/18,0.077,0.726,0.196,nytimes,Hungary’s opposition parties could stop Viktor Orban from winning another majority — but only if they work together https://t.co/Trjb7Ggjnw
430,0.0,03/25/18,0.0,1.0,0.0,nytimes,Emma González spoke for just under 2 minutes. Then she was silent for 4 minutes and 26 seconds. https://t.co/rUWqaXlTWT
431,0.0,03/25/18,0.0,1.0,0.0,nytimes,"RT @Choire: so barry diller also has three dog clones and he's the one who told barbra streisand to clone her dogs, we will not rest till w…"
432,-0.296,03/25/18,0.099,0.901,0.0,nytimes,"No. 1 Villanova is back in the Final Four for the second time in 3 years after holding off Texas Tech, 71-59 https://t.co/1zR8pqyHGt"
433,-0.765,03/25/18,0.309,0.691,0.0,nytimes,"Carles Puigdemont, the former Catalan president who is wanted in Spain on sedition charges, has been detained in Ge… https://t.co/hb0yJm40y5"
434,0.4939,03/25/18,0.0,0.824,0.176,nytimes,"Immigrants increasingly care for America's elderly population. If ""chain migration"" ends, will enough Americans ste… https://t.co/kn3MwfFIG3"
435,0.0772,03/25/18,0.092,0.798,0.11,nytimes,The military strike signals a possibly significant expansion of the American counterterrorism campaign in Libya https://t.co/qBhryVi3mN
436,-0.4767,03/25/18,0.154,0.846,0.0,nytimes,Three explosions in 4 days have shattered the Somalian capital and left a trail of carnage in their wake https://t.co/aDUJFEImSS
437,-0.4019,03/25/18,0.171,0.829,0.0,nytimes,"As Republicans struggle on guns, a conservative donor warns: “The NRA is really out of step with suburban GOP voter… https://t.co/WD2QKH2wn4"
438,0.128,03/25/18,0.184,0.612,0.204,nytimes,Immigration begins and ends well beyond the physical border — a line where fear and hope collide to shape American… https://t.co/UYXGwpqPWG
439,0.0,03/25/18,0.0,1.0,0.0,nytimes,A Cambridge Analytica-linked company was allegedly used by pro-Brexit campaigners to evade British election spendin… https://t.co/NUZv8NGou3
440,-0.0772,03/25/18,0.071,0.929,0.0,nytimes,RT @nickconfessore: Facebook took out ads in the @nytimes (and @washingtonpost + British papers) apologizing for Cambridge Analytica breach…
441,0.0,03/25/18,0.0,1.0,0.0,nytimes,Qantas Airways made a giant leap forward in long-haul travel with its first non-stop flight between Australia and B… https://t.co/a8fz0npCK2
442,0.0258,03/25/18,0.109,0.778,0.113,nytimes,“I hope in the future for some form of reconciliation. Because I think all men are guilty. I’m not talking about ra… https://t.co/Pmjn6Q666o
443,-0.5267,03/25/18,0.186,0.75,0.064,nytimes,"RT @nytopinion: Even if trans issues don’t top the list of things you’re worried about, you should be appalled by Donald Trump's latest epi…"
444,0.7506,03/25/18,0.0,0.67,0.33,nytimes,"“It’s true — Jared has been a positive influence,” said Gerónimo Gutiérrez, Mexico’s ambassador to Washington https://t.co/YWy04Ly1lI"
445,0.0,03/25/18,0.0,1.0,0.0,nytimes,"Burt Reynolds on the one that got away: ""I’ve had an affair [on the set] with two women in 50 years. Sally Field an… https://t.co/7M1pQ2xiOI"
446,0.6369,03/25/18,0.0,0.811,0.189,nytimes,"The ""Roseanne"" reboot premieres on Tuesday. Spend this weekend with some of the classic family sitcom's best episod… https://t.co/kOXRbBygDe"
447,0.0,03/25/18,0.0,1.0,0.0,nytimes,Here are some recipe suggestions to kick off your week in cooking plans https://t.co/WUyuwyYeHl
448,-0.2263,03/25/18,0.095,0.905,0.0,nytimes,One reader's reaction to hundreds and thousands of demonstrators flooding streets across the globe in protests on S… https://t.co/Wfql4amZPD
449,-0.5574,03/25/18,0.153,0.847,0.0,nytimes,Four members of an Iowa family whose bodies were recently found in a condominium in Mexico died of inhalation of to… https://t.co/A9pOcXBoly
450,0.4215,03/25/18,0.0,0.858,0.142,nytimes,RT @jessicabennett: Their teachers cleared the room of cars and dolls. They put the boys in charge of the play kitchen. They made the girls…
451,0.4754,03/25/18,0.0,0.877,0.123,nytimes,"Joshua Tree is one of the U.S.’s most popular parks, just 2 hours from Los Angeles. So how did one hiker simply dis… https://t.co/R4NCdUqGAj"
452,0.0,03/25/18,0.0,1.0,0.0,nytimes,"Canada's outdoor rinks are melting. And with them, so is a way of life. https://t.co/peilIX4NeE"
453,0.0,03/25/18,0.0,1.0,0.0,nytimes,"At a time when women cyclists were viewed as improper, Lillias Campbell Davidson founded the first cycling organiza… https://t.co/bhWOmb8saS"
454,0.5499,03/25/18,0.0,0.861,0.139,nytimes,"“Right now, you are allowed to buy the milk, but you can’t know anything about the cow,” says a lawmaker in favor o… https://t.co/qMOQZoYgMU"
455,-0.2732,03/25/18,0.091,0.909,0.0,nytimes,The Austin bomber and his first victim went to the same barber shop. Investigators are still trying to figure out w… https://t.co/twBHGD2GWj
456,0.0,03/25/18,0.0,1.0,0.0,nytimes,The man who kayaked across the Atlantic at 70. David Bowie in 3-D. The women who invented the chocolate chip cookie. https://t.co/goxJYvyWiK
457,0.0,03/25/18,0.0,1.0,0.0,nytimes,"In Opinion, 
Op-Ed contributor Fredrik Logevall writes, ""Johnson did what modern American presidents are never supp… https://t.co/mrWm6kizLN"
458,0.0,03/25/18,0.0,1.0,0.0,nytimes,"They had a mantra: believe, believe, believe. Now the captivating underdog of the N.C.A.A. basketball tournament ha… https://t.co/qr8ktOcLWK"
459,0.0,03/25/18,0.0,1.0,0.0,nytimes,"Breaking News: President Trump won't be hiring 2 lawyers he named just days ago in the Mueller inquiry, indicating… https://t.co/PVzhDbfMKX"
460,-0.4767,03/25/18,0.129,0.871,0.0,nytimes,Five North Koreans set out on the dangerous journey through China to South Korea. They never made it. Their fate is… https://t.co/LJxw5mvkcj
461,-0.7579,03/25/18,0.277,0.723,0.0,nytimes,"""Chicago has been plagued with gun violence way before the Parkland shooting. Suddenly, people are talking about st… https://t.co/mSp3NPcyNF"
462,-0.34,03/25/18,0.194,0.806,0.0,nytimes,"It was a crazy week in Washington, even by Washington standards https://t.co/TmrPiG2sT4"
463,0.5994,03/25/18,0.0,0.726,0.274,nytimes,"""People with dementia also need adventures. They need to get out, just like us."" https://t.co/8lumDhOq3l"
464,-0.2263,03/25/18,0.115,0.813,0.072,nytimes,"RT @nytopinion: Unlike other industries, gun manufacturers and sellers are shielded from legal accountability. Bowing to years of intensive…"
465,-0.7184,03/25/18,0.273,0.727,0.0,nytimes,"""Most teenagers talk about drama about girlfriends and boyfriends. And we’re talking about bomb threats and guns.""… https://t.co/7CRXvr2rkD"
466,0.4767,03/25/18,0.142,0.593,0.265,nytimes,The first American woman to win an Olympic championship died without ever knowing what she had achieved https://t.co/Y8VUBYNj3z
467,0.4404,03/25/18,0.0,0.868,0.132,nytimes,"To many in Washington, Stephanie Clifford, better known as Stormy Daniels, has become an unexpected force. It is sh… https://t.co/IbxjNDzVSK"
