,Compound Score,Date,Neg Score,Neu Score,Pos Score,Source Acc.,Tweet
154,0.0,03/25/18,0.0,1.0,0.0,CNN,Ohio Gov. John Kasich on former California Gov. Arnold Schwarzenegger calling for him to run for president in 2020:… https://t.co/UTWxFZYmcM
155,0.34,03/25/18,0.0,0.876,0.124,CNN,"Ohio Gov. John Kasich says incoming national security adviser John Bolton should understand that ""America ""cannot b… https://t.co/KDokXGRpna"
156,-0.2263,03/25/18,0.083,0.917,0.0,CNN,"Ohio Gov. John Kasich on the March For Our Lives protests: “If they do not bring about change, I think people shoul… https://t.co/OILRSi8KRs"
157,-0.765,03/25/18,0.258,0.742,0.0,CNN,"“He is either lying or he is completely delusional,” Sen. Tim Kaine says of President Trump blaming Democrats for f… https://t.co/6r895RQPep"
158,0.5859,03/25/18,0.0,0.769,0.231,CNN,Sen. Tim Kaine questions if President Trump’s new pick for national security adviser can get a security clearance:… https://t.co/RH2ORJTpW6
159,0.0,03/25/18,0.0,1.0,0.0,CNN,"""The activism of these young people is actually changing the equation ... they're not going away,"" Sen. Tim Kaine s… https://t.co/LoTcR2u12c"
160,0.0,03/25/18,0.0,1.0,0.0,CNN,An animatronic T .rex went up in flames at this dinosaur park in Colorado. The park says the blaze was caused by el… https://t.co/3Xs9dMEKY5
161,0.0,03/25/18,0.0,1.0,0.0,CNN,"""Black Panther"" is the the most-tweeted about movie of all time, Twitter says https://t.co/Ffh5z9Chys https://t.co/2hhcrpczIX"
162,-0.0772,03/25/18,0.121,0.769,0.109,CNN,A Tennessee man who was wrongfully imprisoned for 31 years and initially given $75 to start over has been awarded $… https://t.co/Xxitou66Jv
163,-0.4404,03/25/18,0.139,0.861,0.0,CNN,Bank of America Merrill Lynch doctored paperwork on 16 million orders to fool institutional clients into thinking s… https://t.co/EW6uyUvuDd
164,-0.2732,03/25/18,0.139,0.861,0.0,CNN,Republican Rep. Ryan Costello will drop his bid for reelection in Pennsylvania https://t.co/2tYW2a6mrd https://t.co/8XKF9V45dE
165,0.2023,03/25/18,0.0,0.816,0.184,CNN,"Researchers finally solve mystery of ""alien"" skeleton https://t.co/Ymts1gegBE https://t.co/kBJpwYKGyC"
166,0.0772,03/25/18,0.0,0.909,0.091,CNN,"In Sacramento and in Austin, black people just want this https://t.co/QY2mnt7vH1 | via @CNNOpinion https://t.co/NcbVhzuzYE"
167,-0.1027,03/25/18,0.136,0.748,0.117,CNN,"In a new memoir, Hillary Clinton's former campaign communications director says the email scandal was a like ""a box… https://t.co/2qEKrRaoiP"
168,0.0,03/25/18,0.0,1.0,0.0,CNN,"This case shows why dog breeders need to be regulated, writes Randi Kaye for @CNNOpinion https://t.co/gqfOi4Kid4 https://t.co/VTIzke2a8c"
169,-0.2732,03/25/18,0.141,0.758,0.101,CNN,China and the United States are on the brink of a trade war — and Apple chief Tim Cook is calling on the countries… https://t.co/emYdvRdY0y
170,0.0,03/25/18,0.0,1.0,0.0,CNN,I downloaded 14 years of my Facebook data and here's what happened https://t.co/CatT9piwSb https://t.co/iYlZLl8bkv
171,-0.6486,03/25/18,0.223,0.777,0.0,CNN,The lawyer President Trump wants to represent him has been dead for 32 years https://t.co/ZYSNTnMfcR https://t.co/zZ4nvZlPkT
172,0.0,03/25/18,0.0,1.0,0.0,CNN,Take a look at this week in politics https://t.co/kcprtfGNys https://t.co/l9sn1TwkeS
173,0.0,03/25/18,0.117,0.765,0.117,CNN,"""I need allies."" Fresh off a staggering loss for Republicans in Pennsylvania's deep-red 18th district, President Tr… https://t.co/Kx2Fm2p7mM"
174,0.0,03/25/18,0.0,1.0,0.0,CNN,Tesla to slow shipments in Norway due to unsafe delivery trucks https://t.co/9JSC3KFih1 https://t.co/8ZXKLq1XNU
175,-0.4939,03/25/18,0.314,0.686,0.0,CNN,Australian beaches pose dangers to newcomers https://t.co/wv6ILLo3Lg https://t.co/esYlq0aT9m
176,-0.296,03/25/18,0.136,0.864,0.0,CNN,Here's what you may have missed at the March for Our Lives rallies https://t.co/ja0geb22RQ https://t.co/aLQN2TqGJB
177,0.25,03/25/18,0.0,0.905,0.095,CNN,"""I have a dream that enough is enough. And that this should be a gun-free world. Period."" - Martin Luther King Jr.'… https://t.co/QNGeEGkvMM"
178,0.0,03/25/18,0.0,1.0,0.0,CNN,"Samantha Fuentes, who was wounded in the mass shooting at Marjory Stoneman Douglas High School, asks the crowd to j… https://t.co/dRFdWpk0QZ"
179,-0.7579,03/25/18,0.394,0.606,0.0,CNN,These grandmothers in Texas have had enough of gun violence https://t.co/GrjeoktRf5 https://t.co/fZtTBJKT6V
180,0.3566,03/25/18,0.0,0.84,0.16,CNN,"George Clooney, Paul McCartney and more celebrities join March for Our Lives https://t.co/WabPC0OUEk https://t.co/EemR2GmHLv"
181,-0.7579,03/25/18,0.394,0.606,0.0,CNN,"Gun violence can happen to anybody, says singer Jennifer Hudson https://t.co/OADln4miDu https://t.co/sD7QJN9rUR"
182,0.0,03/25/18,0.0,1.0,0.0,CNN,"While others marched for their lives, these people marched for their guns https://t.co/GiGWjFDzG3 https://t.co/3TXIISsdi8"
183,0.4754,03/25/18,0.0,0.808,0.192,CNN,Some of the most powerful signs from the March for Our Lives https://t.co/DhbwVpMOlZ https://t.co/meFpCoHKht
184,0.0,03/25/18,0.0,1.0,0.0,CNN,World Trade Center glows orange for the March for Our Lives rallies https://t.co/xO7kt2NboP https://t.co/MFbYZhnw73
185,0.0,03/25/18,0.0,1.0,0.0,CNN,"""Keep at it. You're leading us forward. Nothing can stand in the way of millions of voices calling for change."" For… https://t.co/Amnd5zbDYL"
186,0.0,03/25/18,0.0,1.0,0.0,CNN,"11-year-old Naomi Wadler says she speaks at Washington DC rally to ""represent the African-American girls whose stor… https://t.co/WUwqmanlpW"
187,-0.3862,03/25/18,0.302,0.44,0.258,CNN,"""One of my best friends was killed in gun violence right around here, so it's important to me,"" says Paul McCartney… https://t.co/CZfsYBXMNL"
188,-0.3412,03/25/18,0.099,0.901,0.0,CNN,"""We cannot make America safe until we arm our teachers. ... with pencils, paper and the money they need. ... to sup… https://t.co/WLEW14rwG3"
189,0.0,03/25/18,0.0,1.0,0.0,CNN,(📷: Atilgan Ozdil/Anadolu Agency/Getty Images)
190,-0.3862,03/25/18,0.302,0.44,0.258,CNN,"""One of my best friends was killed in gun violence right around here, so it's important to me."" Former Beatle Paul… https://t.co/E03daVJ6L2"
191,-0.5267,03/25/18,0.299,0.556,0.146,CNN,"Gun violence victim Jennifer Hudson on the Parkland student campaigners: ""I love so much that they're using their e… https://t.co/xDLiKm1KaY"
192,-0.5267,03/24/18,0.299,0.556,0.146,CNN,"Gun violence victim Jennifer Hudson on the Parkland student campaigners: ""I love so much that they're using their e… https://t.co/hKkoALRNAL"
193,-0.2883,03/24/18,0.118,0.813,0.068,CNN,"""It's not easy to keep seeing. What is it gonna be next week? Next month?"" an emotional Jennifer Hudson asks… https://t.co/YhNWMRaGfG"
194,-0.7351,03/24/18,0.212,0.788,0.0,CNN,"""For people who are watching ... know that it can be anybody ... to me, the saddest thing is, no one ever reacts un… https://t.co/mHXLxhqo6l"
195,0.0258,03/24/18,0.1,0.795,0.105,CNN,"At the March for Our Lives rally in Washington, Parkland survivor Emma Gonzalez weeps quietly for the majority of h… https://t.co/vuywFdHAFE"
196,-0.5106,03/24/18,0.125,0.875,0.0,CNN,“I kind of felt the pain that they (Parkland survivors) feel because at the end of the day it's not about who gets… https://t.co/L2m8gSb9yS
197,0.3612,03/24/18,0.0,0.878,0.122,CNN,"Reflecting on today’s March for Our Lives, Parkland survivor Samantha Fuentes tells Van Jones she was “terrified” b… https://t.co/e52P9eyCs9"
198,-0.34,03/24/18,0.146,0.854,0.0,CNN,GOP donor launches gun reform group to coincide with March for Our Lives https://t.co/xI1wPhNmGn https://t.co/N6AXZPFU8r
199,0.34,03/24/18,0.0,0.793,0.207,CNN,Why I march: People reveal what compelled them to join March for Our Lives https://t.co/KU2nQLcKIM https://t.co/L9UxYiqix2
200,0.128,03/25/18,0.077,0.821,0.101,BBC,"Could this be an answer to global water shortages? 🏜💧 This machine creates water out of thin air. 

https://t.co/caz4nXMJg5"
201,-0.7506,03/25/18,0.286,0.714,0.0,BBC,"Tonight, @regyates meets people whose lives have been devastated by the Grenfell fire. 

Reggie Yates: Searching fo… https://t.co/HPgtcZuHte"
202,0.5719,03/25/18,0.0,0.837,0.163,BBC,"Tonight, @mcgregor_ewan and @McgColin celebrate the centenary of the Royal Air Force. 

RAF at 100 with Ewan and Co… https://t.co/nF2iwBP51b"
203,0.0,03/25/18,0.0,1.0,0.0,BBC,The first ever statue of David Bowie has been unveiled in the town where he debuted Ziggy Stardust. ⚡️… https://t.co/lFgROYVkv1
204,0.5267,03/25/18,0.0,0.815,0.185,BBC,"When you're enjoying being single and people just can't deal with it. 🙄😂 @kathbum #LiveAtTheApollo 

https://t.co/byHMHWyhPq"
205,0.4588,03/25/18,0.0,0.833,0.167,BBC,"🇺🇸🏝🇬🇧 Welcome to Tangier Island, the tiny US island where people speak with a British accent.… https://t.co/1RoM285gRJ"
206,0.0,03/25/18,0.0,1.0,0.0,BBC,"💬 We could listen to him speak all day. 

📽 Sir David Attenborough's voice was just as iconic in the 60s as it is t… https://t.co/zYi3oK5C13"
207,0.1779,03/25/18,0.0,0.909,0.091,BBC,"Predictions suggest a build-up of about 80,000 tonnes of plastic in the Pacific Ocean is growing rapidly. ♻️🌊💔… https://t.co/uKD9BQWmUi"
208,0.5574,03/25/18,0.0,0.816,0.184,BBC,"👽✨🛸 @prattprattpratt stars as a happy-go-lucky hero who joins forces with an unlikely group of aliens. 

Guardians… https://t.co/B9W7kRZ1Qz"
209,0.0,03/25/18,0.0,1.0,0.0,BBC,"Weighing just 100g, a newborn panda is one 900th the size of its mum! 🐼💕 #DavidAttenboroughsNaturalCuriosities https://t.co/nKLQh03DJs"
210,0.0,03/25/18,0.0,1.0,0.0,BBC,🐟Meet SoFi - the soft robot fish developed by MIT to swim among real fish in coral reefs and around the ocean to he… https://t.co/HDa7q7WsHf
211,-0.3612,03/25/18,0.161,0.839,0.0,BBC,"Ever wondered what made you feel moody? It might be your gut.

👉 https://t.co/l8oMv5gPN2 https://t.co/vq2yhtBOAn"
212,0.5719,03/25/18,0.0,0.764,0.236,BBC,"RT @BBCScotland: Up your brunch game with perfect poached eggs.

via @bbcthesocial https://t.co/1imXNeOZ9d"
213,-0.4019,03/25/18,0.101,0.899,0.0,BBC,"RT @bbcweather: #Winter may not be done with us yet, as colder continental air fights back against milder maritime air across the UK this w…"
214,0.0,03/25/18,0.0,1.0,0.0,BBC,RT @BBCSport: A simply astonishing confession from Australia captain Steve Smith and batsman Cameron Bancroft 😳 https://t.co/YaE7fBZamq
215,-0.25,03/25/18,0.153,0.743,0.104,BBC,A woman who drinks 30 cans a day says her addiction to energy drinks is worse than gambling.… https://t.co/d11ATW0F0f
216,0.0,03/25/18,0.0,1.0,0.0,BBC,You learn something new every day. Here's how to poo a baby jaguar. 🤷💩#BigCatsAboutTheHouse https://t.co/Eg5rF1414b
217,-0.4215,03/25/18,0.141,0.859,0.0,BBC,When the clocks have gone forward but there's no way you're getting out of bed yet. 🙅‍♂️⏰#DaylightSavings https://t.co/cHBPV3ITsQ
218,-0.3818,03/24/18,0.115,0.885,0.0,BBC,"""I still see people screaming for help.""

This Sunday at 9pm on @BBCTwo, @REGYATES meets the people whose lives wer… https://t.co/RS16yXF17H"
219,0.4767,03/24/18,0.0,0.866,0.134,BBC,"The story of the last decade of Picasso's life, through the words of family and friends. 🎨

Picasso's Last Stand |… https://t.co/RyiuI8KgSk"
220,0.128,03/25/18,0.077,0.821,0.101,BBC,"Could this be an answer to global water shortages? 🏜💧 This machine creates water out of thin air. 

https://t.co/caz4nXMJg5"
221,-0.7506,03/25/18,0.286,0.714,0.0,BBC,"Tonight, @regyates meets people whose lives have been devastated by the Grenfell fire. 

Reggie Yates: Searching fo… https://t.co/HPgtcZuHte"
222,0.5719,03/25/18,0.0,0.837,0.163,BBC,"Tonight, @mcgregor_ewan and @McgColin celebrate the centenary of the Royal Air Force. 

RAF at 100 with Ewan and Co… https://t.co/nF2iwBP51b"
223,0.0,03/25/18,0.0,1.0,0.0,BBC,The first ever statue of David Bowie has been unveiled in the town where he debuted Ziggy Stardust. ⚡️… https://t.co/lFgROYVkv1
224,0.5267,03/25/18,0.0,0.815,0.185,BBC,"When you're enjoying being single and people just can't deal with it. 🙄😂 @kathbum #LiveAtTheApollo 

https://t.co/byHMHWyhPq"
225,0.4588,03/25/18,0.0,0.833,0.167,BBC,"🇺🇸🏝🇬🇧 Welcome to Tangier Island, the tiny US island where people speak with a British accent.… https://t.co/1RoM285gRJ"
226,0.0,03/25/18,0.0,1.0,0.0,BBC,"💬 We could listen to him speak all day. 

📽 Sir David Attenborough's voice was just as iconic in the 60s as it is t… https://t.co/zYi3oK5C13"
227,0.1779,03/25/18,0.0,0.909,0.091,BBC,"Predictions suggest a build-up of about 80,000 tonnes of plastic in the Pacific Ocean is growing rapidly. ♻️🌊💔… https://t.co/uKD9BQWmUi"
228,0.5574,03/25/18,0.0,0.816,0.184,BBC,"👽✨🛸 @prattprattpratt stars as a happy-go-lucky hero who joins forces with an unlikely group of aliens. 

Guardians… https://t.co/B9W7kRZ1Qz"
229,0.0,03/25/18,0.0,1.0,0.0,BBC,"Weighing just 100g, a newborn panda is one 900th the size of its mum! 🐼💕 #DavidAttenboroughsNaturalCuriosities https://t.co/nKLQh03DJs"
230,0.0,03/25/18,0.0,1.0,0.0,BBC,🐟Meet SoFi - the soft robot fish developed by MIT to swim among real fish in coral reefs and around the ocean to he… https://t.co/HDa7q7WsHf
231,-0.3612,03/25/18,0.161,0.839,0.0,BBC,"Ever wondered what made you feel moody? It might be your gut.

👉 https://t.co/l8oMv5gPN2 https://t.co/vq2yhtBOAn"
232,0.5719,03/25/18,0.0,0.764,0.236,BBC,"RT @BBCScotland: Up your brunch game with perfect poached eggs.

via @bbcthesocial https://t.co/1imXNeOZ9d"
233,-0.4019,03/25/18,0.101,0.899,0.0,BBC,"RT @bbcweather: #Winter may not be done with us yet, as colder continental air fights back against milder maritime air across the UK this w…"
234,0.0,03/25/18,0.0,1.0,0.0,BBC,RT @BBCSport: A simply astonishing confession from Australia captain Steve Smith and batsman Cameron Bancroft 😳 https://t.co/YaE7fBZamq
235,-0.25,03/25/18,0.153,0.743,0.104,BBC,A woman who drinks 30 cans a day says her addiction to energy drinks is worse than gambling.… https://t.co/d11ATW0F0f
236,0.0,03/25/18,0.0,1.0,0.0,BBC,You learn something new every day. Here's how to poo a baby jaguar. 🤷💩#BigCatsAboutTheHouse https://t.co/Eg5rF1414b
237,-0.4215,03/25/18,0.141,0.859,0.0,BBC,When the clocks have gone forward but there's no way you're getting out of bed yet. 🙅‍♂️⏰#DaylightSavings https://t.co/cHBPV3ITsQ
238,-0.3818,03/24/18,0.115,0.885,0.0,BBC,"""I still see people screaming for help.""

This Sunday at 9pm on @BBCTwo, @REGYATES meets the people whose lives wer… https://t.co/RS16yXF17H"
239,0.4767,03/24/18,0.0,0.866,0.134,BBC,"The story of the last decade of Picasso's life, through the words of family and friends. 🎨

Picasso's Last Stand |… https://t.co/RyiuI8KgSk"
240,0.5859,03/24/18,0.0,0.817,0.183,BBC,"""Beauty is your inside, it's your personality and what shines from beneath."" 

25-year-old rapper Paigey Cakey had… https://t.co/CVGr69Y0oO"
241,0.5719,03/24/18,0.0,0.748,0.252,BBC,Cambridge have won the men's and women's Boat Races. https://t.co/COTzXYuo4N 🏆 🚣 #BoatRace2018 https://t.co/6SQjF1ToSt
242,0.3182,03/24/18,0.0,0.777,0.223,BBC,"📺😂 @RomeshRanga is NOT a fan of Gogglebox. #LiveAtTheApollo
https://t.co/FHm9g6Emss"
243,0.0,03/24/18,0.0,1.0,0.0,BBC,"When proposals go wrong... 😳💍 #Doodlebugs 
https://t.co/8Yi6giWO3S"
244,0.2732,03/24/18,0.083,0.788,0.129,BBC,"Writer Sara Maitland has lived alone in rural Scotland for 20 years. 

Here are seven valuable life lessons we can… https://t.co/2eAqUlnwuA"
245,-0.0772,03/24/18,0.15,0.719,0.131,BBC,🤳How an Instagram video lost me my dream job in fashion: https://t.co/72yWgHdc1k https://t.co/fl3DxMcIL5
246,0.0,03/24/18,0.0,1.0,0.0,BBC,🚣 @clarebalding is live from the River Thames as @UniofOxford and @Cambridge_Uni  meet for one of the most iconic e… https://t.co/Ls9rtIYov4
247,0.296,03/24/18,0.0,0.845,0.155,BBC,RT @bbcthree: The barber helping men with dementia relive their younger lives. https://t.co/p8axQVK836
248,0.0,03/24/18,0.0,1.0,0.0,BBC,"Which animals are likely to become extinct in your lifetime? 🦏💔
https://t.co/9KwlmcNrWV"
249,0.1867,03/24/18,0.0,0.902,0.098,BBC,"Don't miss the highlights from the Gymnastics World Cup! 🤸🤸‍♀️🇬🇧

World Cup Gymnastics | @BBCOne | 2:05pm |… https://t.co/7mpufyeEMo"
250,0.0,03/24/18,0.0,1.0,0.0,BBC,"How much do you know about horses? Take this quiz to see if you are an equestrian expert…🐴

https://t.co/ChGCB9Xi1W https://t.co/P9UgJ99nsx"
251,0.4215,03/24/18,0.0,0.833,0.167,BBC,"Meet Hester, the 10-year-old visually impaired skier who's hoping for Paralympic gold one day. ⛷🥇https://t.co/6aiUaTc3yS"
252,0.5411,03/24/18,0.0,0.857,0.143,BBC,"""The enthusiastic viewer should feel he is almost the man on the spot!"" 

In 1949, the BBC announced it would telev… https://t.co/WEoPpkrW1V"
253,0.0,03/24/18,0.0,1.0,0.0,BBC,RT @BBCNewsNI: Prince Harry and Meghan Markle are visiting Northern Ireland https://t.co/ODxLd1LIr8 https://t.co/s0zPTXj3Tk
254,0.0,03/24/18,0.0,1.0,0.0,BBC,"RT @bbcf1: Lewis Hamilton took the first pole of the season in spectacular style ⚡️

https://t.co/a7YDOx0FlQ"
255,0.4995,03/24/18,0.0,0.867,0.133,BBC,"RT @sportrelief: A humongous THANK YOU to everyone who has taken part, fund-raised &amp; watched over the past weeks &amp; tonight. The #SportRelie…"
256,0.128,03/24/18,0.065,0.85,0.085,BBC,RT @sportrelief: The nation has joined together for this year's #SportRelief pulling out all the stops to make their steps count. Well done…
257,0.0,03/24/18,0.0,1.0,0.0,BBC,🥑A Cultural history of the avocado: https://t.co/jo1UyWlVw7 https://t.co/7VF6pBpG57
258,0.0,03/24/18,0.0,1.0,0.0,BBC,"Meet Alexandre, one of the only male performers of ‘baladi’ – also known as belly dancing – in the Middle East. 🎶

 https://t.co/K12N1Y6PU7"
259,0.0,03/23/18,0.0,1.0,0.0,BBC,"RT @BBCOne: .@GaryLineker, @OreOduba, @ThisisDavina &amp; more kick off the biggest ever night of #SportRelief now on @bbcone. @sportrelief 
Fo…"
260,-0.296,03/23/18,0.136,0.864,0.0,BBC,From @taylorswift13 to @Beyonce: these are the secretive musicians who avoid interviews. 🎤🤐 https://t.co/nqOmaVMzoo https://t.co/sbDga7L5cp
261,0.0,03/23/18,0.0,1.0,0.0,BBC,"Tonight, @GaryLineker, @ThisisDavina and @OreOduba kick off the biggest ever night of @sportrelief! ️⚽️✨🚴🎉… https://t.co/tgbpC76heP"
262,0.0,03/23/18,0.0,1.0,0.0,BBC,"Your week, as told by @louistheroux. 📆😂
https://t.co/Ae6bDBpIBW"
263,0.0,03/23/18,0.0,1.0,0.0,BBC,"RT @BBCWales: A #DanceForParkinsons session with @ndcwales for @GetCreativeUK in #Cardiff this week 

Find out what’s happening on the fina…"
264,0.7783,03/23/18,0.0,0.714,0.286,BBC,"Meet Australian maths teacher Eddie Woo, who has won fans worldwide with his high-energy lessons, posted on YouTube… https://t.co/vTfNDZzA3b"
265,-0.4479,03/23/18,0.172,0.828,0.0,BBC,"RT @BBCOne: No @andy_murray, this is not a dream. @GeriHalliwell really IS in your bedroom making you sing Spice Girls songs 🎤

@sportrelie…"
266,0.5994,03/23/18,0.0,0.813,0.187,BBC,These beautiful photographs reveal how refugees in Tyneside have turned to the healing powers of gardening. 🌿📸… https://t.co/2gq0t9FnIR
267,-0.4767,03/23/18,0.129,0.871,0.0,BBC,"How would you react if you woke up and found Michael McIntyre and Peppa Pig in your bedroom? 

Poor @AndyMurray…

S… https://t.co/7ZP0hUYeKr"
268,0.6114,03/23/18,0.0,0.8,0.2,BBC,Spring is here! 🌱🌸🥦 Make the most of seasonal ingredients with these delicious soup recipes. https://t.co/fXp7eJXoJc https://t.co/hA1b2bdSrd
269,0.4939,03/23/18,0.0,0.741,0.259,BBC,"Want to get creative this weekend? Here's how to make a hooky rug. 
#MakeCraftBritain 
https://t.co/uqibyP09s7"
270,0.0,03/23/18,0.0,1.0,0.0,BBC,RT @BBCSport: He was one of English football's first black players and the British Army's first ever black officer to command white troops.…
271,-0.2006,03/23/18,0.139,0.754,0.107,BBC,RT @BBCRadio2: 👻 “I thought the script was really frightening and original.” Martin Freeman chats to @achrisevans about his creepy new film…
272,0.0,03/23/18,0.0,1.0,0.0,BBC,RT @BBCTwo: Our entire weekend plans. 😴👇 #BigCatsAboutTheHouse https://t.co/vl0zUcCdmI
273,0.3612,03/23/18,0.0,0.872,0.128,BBC,"RT @sportrelief: It looks like #TeamGryffindor are storming ahead in the #HogwartsLeague in the #SportRelief app. 

#TeamHufflepuff, #TeamS…"
274,0.2648,03/23/18,0.0,0.897,0.103,BBC,☕️🍰Some blueberry muffins sold by cafes and supermarkets contain more than the recommended daily intake of sugar fo… https://t.co/9bh6K8aMH2
275,-0.6016,03/23/18,0.187,0.813,0.0,BBC,"Friday night is CELEBRITY FIGHT NIGHT! 🥊🥊

Who'll be victorious? Tune in to #SportRelief to find out!

https://t.co/9ZhgNGmxOD"
276,0.8555,03/23/18,0.0,0.657,0.343,BBC,"Scrolling through headlines, the world can feel like a pretty dark place. So here are nine reasons to be happy. 😊 🎉… https://t.co/KrNoB0qaqC"
277,0.765,03/23/18,0.0,0.583,0.417,BBC,"Would you want secret helpers like these to help you out in nerve-wracking situations? #TheSecretHelpers 
https://t.co/ua2X4vxKR3"
278,0.0,03/23/18,0.0,1.0,0.0,BBC,"Meet the first polar bear cub to be born in the UK in 25 years. 😍
https://t.co/njq1r6eONE"
279,0.1511,03/22/18,0.0,0.85,0.15,BBC,"RT @BBCOne: All hail queen Kat! 🙌👑 

#EastEnders @BBCEastenders https://t.co/PLmAc53L6t"
280,0.2732,03/22/18,0.0,0.884,0.116,BBC,"Istanbul's Blue Mosque looks spectacular. @wmarybeard looks at the art, meaning and significance of calligraphy the… https://t.co/Mv3voUkcvc"
281,0.0,03/22/18,0.0,1.0,0.0,BBC,🖋 The artist reimagining Islamic calligraphy for the 21st Century: https://t.co/wgbVwZLDEa #Civilisations https://t.co/nxW6Sokjdn
282,-0.6486,03/22/18,0.202,0.798,0.0,BBC,"In 1918, the very first signs of the Spanish Flu pandemic were kept under wraps. So how did the deadly illness get… https://t.co/zuZryXLihL"
283,0.0,03/22/18,0.0,1.0,0.0,BBC,Go behind-the-scenes at @TheBigCatSanct where expert Giles Clark is hand-rearing a jaguar cub. 🐾… https://t.co/0hDQP6X1wA
284,0.0516,03/22/18,0.159,0.625,0.216,BBC,"Tai chi has been recommended to help people with the chronic pain condition fibromyalgia. 

https://t.co/uYDlKfWbt7 https://t.co/Y7P9ceP82j"
285,-0.25,03/22/18,0.083,0.917,0.0,BBC,"The cost of living alone, rather than living as a couple, is more than £1000 a year. 💔🏠

This is the price of being… https://t.co/udzI9xGci6"
286,0.0,03/22/18,0.0,1.0,0.0,BBC,.@ManUtd have applied to have a professional women's team. ⚽️ https://t.co/rxzdRsDhUd https://t.co/meO65NRCtm
287,0.128,03/22/18,0.092,0.795,0.113,BBC,"Worried about your impact on the planet? 🌍💚

This is how to make your next holiday more eco-friendly. ♻️🌴

👉… https://t.co/wCmDZJledV"
288,-0.4753,03/22/18,0.128,0.872,0.0,BBC,"Think twice before you throw your kitchen waste in the bin! Here's how to grow plants from kitchen scraps. 🥕🥔🍎

👉… https://t.co/MMgrC8yseG"
289,0.4184,03/22/18,0.0,0.859,0.141,BBC,"RT @mixital: 🗡️New #DoctorWho writing challenge!🗡️
Write a story featuring Rory Williams! Share it with us here: https://t.co/zW42ZnvJnc

#…"
290,-0.9168,03/22/18,0.385,0.615,0.0,BBC,"Could you name the disaster that killed the most people in the last 100 years?

Contagion! The BBC Four Pandemic |… https://t.co/10zHfD8PHT"
291,0.6705,03/22/18,0.1,0.594,0.306,BBC,"🎶Some musicians love doing them, others don’t.

Seven secretive musicians who like to avoid interviews:… https://t.co/7Rm55Ddynj"
292,0.4215,03/22/18,0.0,0.882,0.118,BBC,"RT @BBCEarth: Today is #WorldWaterDay. This teen has an ingenious way to test the safety of water around the world 
@BBC_Future https://t.c…"
293,-0.4767,03/22/18,0.129,0.871,0.0,BBC,"Has @chrishughes_22 read any of his own book? 😂🤦

Here's what he confessed when he took on @BBCR1's fake lie detect… https://t.co/tVaKesbKQ1"
294,0.0,03/22/18,0.0,1.0,0.0,BBC,Secret Universe: The Hidden Life of the Cell is on @BBCFOUR tonight at 8pm. 🔬 https://t.co/PVf4thZOb3
295,-0.7184,03/22/18,0.24,0.76,0.0,BBC,A battle is raging in your body right now. This is how the TRIM 21 protein defends your cells from viruses. https://t.co/XUAPbRS4j5
296,-0.4404,03/22/18,0.132,0.868,0.0,BBC,"🎶🎤Footloose, Fleetwood Mac's Rumours and Le Freak are among the classic records about to enter the US National Reco… https://t.co/gDLNOmNLhY"
297,0.5423,03/22/18,0.0,0.811,0.189,BBC,"Meet the five artists who have been shortlisted for the £30,000 Hepworth sculpture award. https://t.co/1UGe2zQlDT https://t.co/MwWxUZWAhs"
298,0.0,03/22/18,0.0,1.0,0.0,BBC,"RT @bbcwritersroom: Check out an interview with the #writer of #TheAssassinationofGianniVersace @tomrobsmith on our blog
https://t.co/m5rty…"
299,-0.5994,03/22/18,0.245,0.755,0.0,BBC,RT @bbcthree: 'I was the only female in a violent all-male gang' https://t.co/NjF720J71M https://t.co/k7T0PqyuiG
300,-0.5267,03/25/18,0.221,0.779,0.0,FoxNews,Man sucker punches 5-year-old in face on New York City subway: cops https://t.co/mImKuby4BO
301,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"The @BlueAngels took to the sky in Kingsville, Texas for the Wings Over South Texas Air Show. #ProudAmerican https://t.co/I6NjuuPj4f"
302,-0.4767,03/25/18,0.154,0.846,0.0,FoxNews,"'Maybe That's the Way to Run a Reality Show': Dem Sen Rips Trump, Says WH 'Chaos' Hurts America https://t.co/ykPvj5gixy"
303,0.5719,03/25/18,0.0,0.764,0.236,FoxNews,"David Bossie on omnibus bill: ""The swamp won on this one."" @JudgeJeanine https://t.co/FgA8ZIIxw1"
304,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"Mount Etna in Sicily is sliding into Mediterranean Sea, scientists say https://t.co/ALqj4nzfTc"
305,0.5719,03/25/18,0.058,0.741,0.201,FoxNews,.@realDonaldTrump touts $1.3 trillion budget as win for military; vows more money for border wall https://t.co/CIwjkQj4jc
306,0.0,03/25/18,0.0,1.0,0.0,FoxNews,"Yesterday, @davidhogg111: ""Let's put the USA over the @NRA."" #MarchForOurLives https://t.co/2Llc6rFMEf https://t.co/4dOweVpIOR"
307,0.0,03/25/18,0.0,1.0,0.0,FoxNews,U.S. markets - this week. https://t.co/3917lCT0t4
308,0.1027,03/25/18,0.0,0.928,0.072,FoxNews,".@Facebook CEO Mark Zuckerberg took out full-page ads in several newspapers to apologize for the ""breach of trust""… https://t.co/kcjROJPMbG"
309,0.128,03/25/18,0.0,0.87,0.13,FoxNews,"Lawyers diGenova, Toensing cannot work on Trump's Russia legal team https://t.co/YakXrPX5bT"
